Order_ID,Order_Date,Customer_Name,Region,Category,Product,Quantity,Price,Sales_Amount,Customer_Segment,Payment_Method,Sales_Channel
ORD100040,2024-12-10,Customer_5155,Central,Electronics,,10.0,56028.45,560284.5,Consumer,Cash,Online
ORD100543,2025-02-16,Customer_3188,West,Sports,Laptop,10.0,21277.05,212770.5,Corporate,UPI,Marketplace
ORD100243,2024-10-12,Customer_9938,West,Furniture,Desk,9.0,9829.6,88466.4,Corporate,Net Banking,Marketplace
ORD100899,2024-10-16,Customer_2745,Central,Furniture,Keyboard,,19199.95,134399.65,Consumer,Net Banking,Store
ORD101134,2025-07-18,Customer_1157,West,Electronics,Shoes,2.0,44580.09,89160.18,Consumer,Net Banking,
ORD101449,2025-07-21,Customer_7819,East,Furniture,Laptop,,18865.5,132058.5,Consumer,Credit Card,Marketplace
ORD101869,2025-01-20,Customer_6238,East,Furniture,Headphones,8.0,50201.39,401611.12,Consumer,Credit Card,Marketplace
ORD100843,2024-10-09,Customer_4463,Central,Furniture,Chair,5.0,78279.94,391399.7,Small Business,UPI,Online
ORD101419,2025-03-30,Customer_2262,West,Beauty,Shoes,5.0,54958.12,274790.6,Small Business,Net Banking,Marketplace
ORD101654,2024-10-06,Customer_4594,South,Beauty,Backpack,5.0,65945.47,329727.35,Consumer,Debit Card,
ORD100219,2025-04-07,Customer_9501,South,Grocery,Keyboard,1.0,51448.19,51448.19,Corporate,net banking,Marketplace
ORD100662,,Customer_4881,North,Clothing,Headphones,5.0,4878.3,24391.5,Corporate,Debit Card,Marketplace
ORD101211,2025-10-03,Customer_7434,North,Sports,Chair,1.0,32176.0,32176.0,Corporate,Credit Card,Store
ORD100315,2024-10-30,Customer_7606,East,Clothing,Headphones,8.0,66197.07,529576.56,Corporate,Credit Card,
ORD100692,2025-05-14,Customer_1944,East, Grocery,Keyboard,13.0,7018.51,91240.63,Consumer,,Store
ORD101504,2024-04-20,Customer_4792,South,Furniture,Mobile,13.0,18362.44,238711.72,Corporate,Debit Card,Store
ORD100425,2024-09-25,Customer_9899,South,Clothing,Shirt,3.0,17559.87,52679.61,Corporate,Cash,Store
ORD100595,2025-09-17,Customer_2044,East,Grocery,Mobile,7.0,63355.64,443489.48,Corporate,Cash,Marketplace
ORD101900,2024-02-08,Customer_3356,North,Electronics,Backpack,12.0,78548.35,942580.2,Corporate,Credit Card,Marketplace
ORD100623,2024-05-16,Customer_1372,West,Sports,Headphones,12.0,19965.74,239588.88,Consumer,UPI,Online
ORD101171,2025-02-24,Customer_2677,West,Sports,Laptop,7.0,39740.01,278180.07,Consumer,Net Banking,Online
ORD101044,2025-08-13,Customer_8460,North,Beauty,Keyboard,3.0,7359.82,22079.46,Corporate,Credit Card,Marketplace
ORD100228,2024-08-23,Customer_2530,North,Grocery,Headphones,7.0,28457.07,199199.49,Small Business,Cash,Online
ORD101118,2024-08-18,Customer_3258,,Electronics,Shirt,1.0,73782.82,73782.82,Corporate,Credit Card,Store
ORD101332,2024-06-28,Customer_9348,,Sports,Laptop,1.0,79272.89,79272.89,Small Business,Net Banking,Store
,2024-05-20,Customer_3293,East,Clothing, Shoes,3.0,17799.38,53398.14,Small Business,Cash,Store
ORD100067,2024-10-23,Customer_6080,East,Sports,Keyboard,5.0,64792.61,323963.05,Corporate,,Store
ORD100025,2025-12-19,Customer_4068,South,Beauty,Headphones,14.0,88175.55,1234457.7,Consumer,Cash,Online
ORD100145,2025-09-02,Customer_5089,East,Furniture,Shoes,8.0,10368.96,82951.68,Small Business, Net Banking,Online
ORD100537,2024-11-03,,South,Clothing,Chair,3.0,54019.29,162057.87,Consumer,Net Banking,Store
ORD100812,2025-09-22,Customer_4144,North,Beauty,Keyboard,14.0,21063.22,294885.08,Consumer,UPI,Marketplace
ORD101467,2024-05-14,Customer_2415,South,Beauty,Monitor,8.0,88211.02,705688.16,Small Business,UPI,Online
ORD100086,2025-09-15,Customer_6554,West,,Chair,6.0,23082.36,138494.16,Small Business,Cash,Online
ORD101661,2024-10-17,Customer_6878,South,Sports,Keyboard,10.0,21989.84,219898.4,Small Business,Debit Card,Online
ORD101646,2024-10-05,Customer_4813,North,Furniture,Chair,2.0,86409.76,172819.52,CORPORATE,Cash,Store
ORD101805,2025-10-29,Customer_4390,South,SPORTS,Chair,13.0,51807.87,673502.31,Corporate,Credit Card,Marketplace
ORD101818,2025-10-23,Customer_7349,South,Clothing,Backpack,3.0,44936.48,134809.44,Consumer,Debit Card,Marketplace
ORD101577,2025-09-06,Customer_4246,South,Sports,Shoes,1.0,33276.73,33276.73,Consumer,Debit Card,Online
ORD101145,2025-06-03,Customer_9006,North,Beauty,Shoes,5.0,98385.65,491928.25,Consumer,Credit Card,Store
ORD100363,2024-11-03,Customer_1272,Central,Sports,Mobile,9.0,16927.59,152348.31,Corporate,Cash,Marketplace
ORD101612,2024-11-12,Customer_9173, Central,Clothing,Laptop,8.0,89617.9,716943.2,Consumer,UPI,Online
ORD101866,2024-03-27,Customer_4308,South,Furniture,Laptop,5.0,62540.42,312702.1,Corporate,Cash,Online
ORD101027,2025-03-24,Customer_7129,East,Electronics,Shoes,7.0,19206.92,,Small Business,Cash,Marketplace
ORD101031,2025-03-18,Customer_3469,South,Grocery,Keyboard,4.0,73833.11,295332.44,Small Business,Debit Card,Store
ORD101304,2024-10-20,Customer_9691,East,Beauty,Shirt,1.0,3190.67,3190.67,Consumer,UPI,Store
ORD101356,,Customer_1273,East,Electronics,,8.0,49243.92,393951.36,Consumer,Cash,Store
ORD101731,2024-11-13,Customer_8317,South,Beauty,Shoes,9.0,43194.93,388754.37,Consumer,Credit Card,Online
ORD100666,2024-03-06,Customer_4621,West,Grocery,Shoes,13.0,80232.84,1043026.92,Small Business,Debit Card,Store
ORD100365,2024-11-19,Customer_6427,South,Sports,Monitor,9.0,75958.5,683626.5,Corporate,Net Banking,marketplace
ORD100078,2024-12-29,Customer_6438,North,Grocery,Headphones,,94435.93,94435.93, Consumer,Debit Card,Marketplace
ORD100028,2024-08-13,Customer_6908,West,Furniture,Backpack,12.0,87919.24,1055030.88,Consumer,UPI,Marketplace
ORD101437,2024-08-05,Customer_5006,North,Grocery,Headphones,4.0,29322.26,117289.04,Consumer,Credit Card,Store
ORD100526,2025-11-17,Customer_1187,North,Furniture,Monitor,7.0,82546.08,577822.56,Consumer,Net Banking,Online
ORD101835,2025-11-26,Customer_2404,East,Sports,Headphones,13.0,67138.42,872799.46,Consumer,Debit Card,Marketplace
ORD100056,2024-10-27,Customer_3986,East,Sports,Mobile,9.0,94735.06,852615.54,Consumer,Cash,Online
ORD100639,2024-09-22,Customer_7868,East,Electronics,Headphones,13.0,39300.13,510901.69,Small Business,NET BANKING,Store
ORD100303,2024-01-03,Customer_1828,Central,Beauty ,,3.0,12661.58,37984.74,Consumer,Cash,Online
ORD100719,2024-07-05,Customer_1251,West,Furniture,Monitor,3.0,67178.35,201535.05,Corporate,UPI,Marketplace
ORD100625,,Customer_8585,South,Grocery,CHAIR,1.0,4359.06,4359.06,Small Business ,Credit Card,Marketplace
ORD100008,2024-04-14,Customer_4906,Central,Beauty,Mobile,7.0,90660.72,634625.04,Small Business,Credit Card,
ORD100804,2025-04-15,Customer_9228,West,Clothing,Monitor,8.0,60254.35,482034.8,Small Business,Credit Card,Store
ORD101050,2025-03-28,Customer_2599,,Grocery,Chair,13.0,6943.69,90267.97,Small Business,Credit Card,Online
ORD100337,2024-08-28,Customer_9341,West,Clothing ,Laptop,5.0,75267.53,376337.65,Consumer,Credit Card,Online
ORD100048,2024-09-27,Customer_3185,East,Beauty,Chair,7.0,43280.85,302965.95,,Credit Card,Marketplace
ORD101764,2025-11-28,Customer_2215,South,Clothing,,7.0,46383.04,324681.28,Consumer,UPI ,Marketplace
ORD100107,2024-03-08,Customer_7981,South,Beauty,Monitor,13.0,16008.65,208112.45,Corporate,,Online
ORD100350,2025-08-01,Customer_3290,West,Electronics,Headphones,1.0,29757.24,29757.24,Small Business,UPI,Store
ORD101080,2024-04-28,Customer_1072,Central,Grocery,Monitor,1.0,83962.14,83962.14,Consumer,Debit Card, Online
ORD100239,2024-12-04,Customer_4453,South,Clothing,Headphones,8.0,51310.26,410482.08,Consumer,Credit Card,Marketplace
ORD100214,2025-11-18,Customer_3697,Central,Beauty,Keyboard,12.0,62913.61,754963.32,Small Business,UPI,Marketplace
ORD101776,2025-03-28,Customer_3703,East,Furniture,Laptop,6.0,20437.48,122624.88,Consumer,Cash,Store
ORD101139,2025-06-04,Customer_9281,East,Furniture,Chair,8.0,23495.03,187960.24,Consumer,UPI,Store
ORD100794,2025-06-02,Customer_1108,North,Clothing,Backpack,14.0,40292.48,564094.72,Consumer,UPI,Online
ORD101587,2024-08-17,Customer_3110,North,Beauty,Monitor,2.0,67590.45,135180.9,Consumer,Credit Card,Marketplace
ORD101583,2024-08-05,Customer_1357,East,Furniture,Desk,4.0,56852.44,227409.76,Small Business,Net Banking,Online
ORD101672,2025-09-05,Customer_2478,East,Grocery,Desk,9.0,39581.07,356229.63,Corporate,Debit Card,Online
ORD100524,2025-07-05,Customer_6400,West,Clothing,Laptop,14.0,23981.63,335742.82,Consumer,Debit Card,Store
ORD100233,2025-12-25,Customer_6531,South,Clothing,Shoes,14.0,23655.63,331178.82,Corporate,Debit Card,Online
ORD100645,2025-10-03,Customer_1550,East,Electronics,Shoes,2.0,80907.46,161814.92,Small Business,Debit Card,Store
ORD101508,2024-03-16,Customer_8511,North,Sports,Keyboard,2.0,94403.83,188807.66, Consumer,UPI,Online
ORD100534,2024-11-17,Customer_3616,East,Electronics,Keyboard,3.0,39165.17,117495.51,Small Business,Cash,Marketplace
ORD101364,2025-11-19,Customer_9300,East,Grocery,,3.0,36290.58,108871.74,Small Business,Net Banking,marketplace
ORD100604,2025-05-21,Customer_3218,west,Grocery,Backpack,10.0,40539.36,405393.6,Corporate,Cash,Marketplace
ORD101330,2024-11-30,Customer_4366,South,Furniture,Backpack,6.0,30118.89,180713.34,Corporate,UPI,Marketplace
ORD101075,2025-04-10,Customer_1478,East,Furniture,Headphones,1.0,12832.65,12832.65,Small Business,Cash,Store
ORD101305,2024-08-23,Customer_1138,West,Furniture,Mobile,7.0,97077.14,679539.98,Corporate,UPI,Marketplace
ORD100061,2024-07-15,Customer_5807,South,Furniture,Desk,12.0,5886.25,70635.0,Consumer,Debit Card,Online
ORD101264,2025-11-13,Customer_5102,West,,Chair,1.0,94669.78,94669.78,Consumer,cash,Store
ORD100093,2025-01-23,Customer_2353,Central,Electronics,Mobile,12.0,85750.27,1029003.24,Small Business,Debit Card,Marketplace
ORD100667,2025-02-28,Customer_7775,North,Grocery,Monitor,8.0,10626.22,85009.76,Consumer,Debit Card,Marketplace
ORD100281,2024-10-12,Customer_7850,West,Clothing,Shirt,8.0,98670.63,789365.04,Consumer,Cash,Store
ORD101114,2024-01-15,Customer_3316,Central,Beauty,Backpack,12.0,,790999.44,Consumer,UPI,Marketplace
ORD100360,2024-05-14,Customer_9025,Central,Clothing,Headphones,14.0,44497.5,622965.0,,Debit Card,Store
ORD101129,2025-03-01,,North,Grocery,Monitor,4.0,13838.63,55354.52,Consumer,Credit Card,
ORD101170,2024-08-27,Customer_7965,North,Furniture,Backpack,8.0,21929.13,175433.04,Corporate,Debit Card,Online
ORD100848,2024-03-28,Customer_5593,West,Electronics,Monitor,9.0,,416043.99,Small Business,Debit Card,Store
ORD101522,2025-01-25,Customer_7438,East,Electronics,Shirt,1.0,85909.77,,Corporate,Net Banking,Marketplace
ORD100111,2024-08-05,Customer_8325,West,Clothing,Shoes,10.0,45423.99,454239.9,Corporate,Cash,Online
ORD100043,2025-01-24,Customer_2106,South,Grocery,Mobile,14.0,1006.33,14088.62,Small Business,UPI,Marketplace
ORD100126,2025-08-20,Customer_3068,north,Electronics,Headphones,12.0,16166.46,193997.52,Consumer,Debit Card,STORE
ORD100205,2025-09-13,Customer_3981,North,electronics,Shirt,12.0,40385.81,484629.72,Consumer,Cash,Store
ORD100053,,Customer_3868,North,Beauty,Shirt,3.0,78901.82,236705.46,Corporate,Credit Card,Marketplace
ORD100546,2025-07-21,Customer_8454,South,Sports,Laptop,7.0,2387.09,16709.63,Small Business,Credit Card,Marketplace
ORD100069,2024-08-26,Customer_7524,Central,Sports,Keyboard,4.0,38422.86,153691.44,Corporate,Net Banking,
ORD101741,2025-06-06,Customer_1788,Central,Grocery,Mobile,9.0,40154.08,361386.72,Consumer,UPI,Store
ORD101548,2024-11-16,Customer_2481,West,Clothing,Shirt,11.0,54426.19,598688.09,consumer,Debit Card,Online
ORD100184,2024-01-20,Customer_6912,West,Clothing,Shirt,5.0,4171.34,20856.7,Consumer,Net Banking,Online
ORD100138,2024-06-12,Customer_2259,West,Furniture,Mobile,10.0,65732.69,657326.9,Consumer,Cash,Store
ORD100900,2024-04-12,Customer_2499,Central,Beauty,Laptop,8.0,33892.48,271139.84,Small Business,Cash,Store
ORD100797,2024-01-13,Customer_1194,Central,Electronics,Laptop,13.0,72368.14,940785.82,Consumer,Credit Card,Store
ORD100133,2024-04-03,Customer_3513,south,Furniture,Desk,3.0,46513.4,139540.2,Consumer,UPI,Store
ORD100081,2024-09-30,Customer_7029,,Clothing,,8.0,52749.71,421997.68,Corporate,Cash,Online
ORD101010,2024-03-02,Customer_2791,central,Electronics,Shirt,1.0,11163.77,11163.77,Small Business, Debit Card,Store
ORD101541,2024-12-13,Customer_6870,,Sports,Keyboard,8.0,46868.6,374948.8,Small Business,UPI,Store
ORD100542,2024-11-30,Customer_4590,East,Clothing,Monitor,5.0,14213.68,71068.4,Corporate,UPI,marketplace
ORD101669,2024-02-16,Customer_3876,West,Beauty,Keyboard,2.0,73239.05,146478.1,Consumer,Cash,Store
ORD100984,2025-04-26,Customer_8563,North,Grocery,Headphones,6.0,31384.88,188309.28,Small Business,Cash,Online
ORD100166,2024-07-01,Customer_2438,Central,Sports,Desk,5.0,95159.84,475799.2,Consumer,Credit Card,Store
ORD100249,2025-08-07,Customer_5873,,Sports,Backpack,4.0,65247.11,260988.44,Corporate,Credit Card,Online
ORD100447,2025-01-08,Customer_1831,Central,Electronics,Desk,10.0,20698.0,206980.0,Corporate,UPI,Store
ORD101515,2024-10-08,Customer_2020,South,Furniture,Backpack,12.0,38573.5,462882.0,Small Business,Debit Card,Online
ORD100859,2025-04-03,Customer_3661,South,Beauty,Desk,10.0,5822.3,58223.0,Corporate,Debit Card,Store
ORD101212,2025-05-14,Customer_9019,East,Electronics,Chair,12.0,75010.09,900121.08,Corporate,Cash,
ORD100098,2024-08-12,Customer_9937,North,Furniture,Backpack,14.0,32142.2,449990.8,Consumer,UPI,Marketplace
ORD100719,2024-07-05,Customer_1251,West,Furniture,Monitor,3.0,67178.35,201535.05,Corporate,UPI,Marketplace
ORD100738,2024-08-17,Customer_9147,Central,Furniture,Monitor,7.0,9277.9,64945.3,Consumer,Net Banking,Store
ORD101256,2025-08-20,Customer_8009,,Electronics,Desk,5.0,2839.29,14196.45,Corporate,Cash,Marketplace
ORD100103,2024-02-02,Customer_6372,North,Electronics,Keyboard,9.0,71520.91,643688.19,Corporate,Debit Card,Marketplace
ORD100435,2025-12-08,Customer_8247,West,Clothing,Shoes,12.0,80972.04,971664.48,,Credit Card,Marketplace
ORD100075,2025-01-08,Customer_5687,Central,Grocery,Headphones,8.0,202.85,1622.8,Small Business,Cash,Store
ORD101792,2024-03-19,Customer_7437,South,Electronics,Mobile,5.0,12623.11,63115.55,Small Business,UPI,Marketplace
ORD101235,2024-02-27,Customer_8039,South,Furniture,Laptop,8.0,80821.46,646571.68,Small Business,Cash,STORE
ORD100919,2025-05-17,Customer_6315,South,Electronics,Monitor,1.0,84707.18,84707.18,Consumer,Net Banking,Online
ORD101712,2024-04-27,Customer_3086,SOUTH,Grocery,Mobile,8.0,44492.1,355936.8,Small Business,CREDIT CARD,Marketplace
ORD101671,2025-02-08,Customer_1621,Central,Clothing,Monitor,,69861.28,908196.64,Corporate,UPI,Store
ORD101621,2024-03-12,Customer_4267,South,Clothing,Keyboard,2.0,81005.03,162010.06,Corporate,Net Banking,Store
ORD100763,2024-04-27,Customer_9005,East,Clothing,Keyboard,11.0,74260.57,816866.27,Consumer,UPI,
,2024-10-16,Customer_9180,North,Sports,Shoes,3.0,32034.72,96104.16,Consumer,,Online
ORD100389,2025-10-31,Customer_4340,North,Clothing,Shoes,11.0,19795.7,217752.7,Small Business,Credit Card,Marketplace
,2024-08-22,Customer_2330,North,Electronics,Desk,3.0,60225.35,180676.05,Corporate,Credit Card,Online
ORD101507,2025-03-30,Customer_7102,Central,Furniture,Monitor,3.0,67643.21,202929.63,Corporate,Debit Card,Store
ORD100268,2024-04-10,Customer_2739,West,Furniture,Chair,1.0,25327.53,25327.53,,Debit Card,Marketplace
ORD101188,2025-03-26,Customer_4390,South,Sports,KEYBOARD,1.0,88237.63,88237.63,Corporate,Debit Card,Marketplace
ORD100118,2024-09-28,Customer_7655,,Beauty,,13.0,18627.34,242155.42,Small Business,Debit Card,Store
ORD101607,2024-09-30,Customer_8307,East,Sports,Monitor,3.0,56173.22,168519.66,Small Business,UPI,Store
ORD100674,2024-07-30,Customer_1768,Central,Furniture, Shirt,10.0,94237.31,942373.1,Corporate,Debit Card,Online
,2025-08-13,Customer_8430,East,Beauty,Desk,12.0,31283.59,375403.08,Small Business,Cash,Store
ORD101453,2024-08-26,Customer_7108,Central,Sports,Desk,,82161.06,903771.66,Small Business,Credit Card,Online
ORD100878,2024-12-26,Customer_5478,Central,Beauty,Keyboard,4.0,85323.65,341294.6,Small Business,Credit Card,Online
,2025-10-17,Customer_2293,South,Sports,Monitor,,76033.4,760334.0,Corporate,Net Banking,Marketplace
ORD100034,2025-12-15,Customer_1333,East,beauty,Monitor,13.0,,723613.28,Consumer,Credit Card,Online
ORD101464,2024-04-22,Customer_5625,South,Clothing,Backpack,4.0,72093.45,288373.8,Corporate,Debit Card ,Marketplace
ORD101668,2024-11-11,Customer_6063,Central,Furniture,Chair,8.0,82956.22,663649.76,Consumer,Credit Card, Store
ORD100449,2025-01-01,Customer_4697,East, Furniture,Shirt,8.0,25762.7,206101.6,Corporate,Credit Card,Store
ORD100717,2024-05-18,Customer_6455,South,Grocery,Backpack,14.0,1370.22,19183.08,Consumer,Credit Card,Marketplace
ORD101810,2025-05-28,Customer_2892,West,Clothing,Shoes,3.0,94925.94,284777.82,Small Business,Net Banking,Store
ORD101518,2025-08-22,Customer_4879,West,Grocery,Desk,14.0,11186.65,156613.1,Consumer,UPI,Store
ORD100001,2025-10-16,Customer_7934,Central,Electronics,Keyboard,,96215.99,673511.93,Corporate,Debit Card,Store
ORD101376,2025-07-28,Customer_6077,Central,Beauty,Laptop,8.0,64055.81,512446.48,,Credit Card,Marketplace
ORD101102,2025-03-24,,West,Grocery,Keyboard,14.0,87738.45,1228338.3,Small Business,Net Banking,Marketplace
ORD101109,2024-09-02,Customer_4908,East,Electronics,Shirt,3.0,28600.5,85801.5,Small Business,Debit Card,Store
ORD101227,2024-04-12,Customer_1040,West,Sports,,8.0,99127.2,793017.6,Small Business,Cash,Store
ORD100083,2025-11-30,Customer_7553,West,Electronics,Chair,2.0,29907.61,59815.22,Corporate,Cash,Online
ORD101289,2025-01-02,Customer_8826,Central,,Monitor,9.0,39603.88,356434.92,Consumer,Debit Card,Online
ORD100677,2025-08-21,Customer_9592,East,Clothing,Mobile,8.0,41271.88,330175.04,Corporate,Cash,Online
ORD100548,2024-07-15,Customer_7813,Central,Grocery,Chair,12.0,22439.08,269268.96,Small Business,UPI,Online
ORD101047,2025-04-26,Customer_8912,West,Sports ,Shoes,2.0,86652.01,173304.02,Small Business,Debit Card,Online
ORD100771,2025-11-24,,Central,Beauty,Laptop,8.0,84012.4,,small business,Net Banking,Online
ORD100201,2025-07-16,Customer_8632,West,Clothing,Shoes,9.0,33298.23,299684.07,Corporate,,Store
ORD101281,2024-11-05,Customer_9510,North, Furniture,Laptop,11.0,22925.83,252184.13,Corporate,Cash,Store
ORD101581,2025-08-14,Customer_5240,West,CLOTHING,Laptop,13.0,64221.81,834883.53,Corporate,UPI,Marketplace
ORD101489,2025-05-30,Customer_6488,,Beauty,Headphones,1.0,90729.26,90729.26,Small Business,Net Banking,Marketplace
ORD100405,2025-09-11,Customer_6608,East,Clothing,Backpack,,12409.94,62049.7,Consumer,UPI,Marketplace
ORD101728,2025-06-20,Customer_3750,,Clothing,Monitor,10.0,14902.98,149029.8,Consumer,Credit Card,Online
ORD101299,2025-08-02,Customer_3246,Central,Furniture,Laptop,1.0,99486.31,99486.31,Consumer,Cash,Store
ORD101341,2024-09-20,Customer_4949,Central,Grocery,Mobile,2.0,59952.15,119904.3,Consumer,Cash,Store
ORD100105,2025-02-14,Customer_6021,West,Grocery,Headphones,8.0,47206.09,377648.72,Corporate,UPI,Store
ORD100689,2025-07-13,Customer_5927,Central,Beauty,Keyboard,12.0,1141.73,13700.76,Consumer,Cash,Marketplace
ORD101306,2025-09-13,Customer_3688,Central,Beauty,Headphones,2.0,77376.54,154753.08,Consumer,Net Banking,Store
ORD100827,2025-09-16,Customer_2531,North,Furniture,Monitor,5.0,49667.02,248335.1,Small Business,Debit Card,Marketplace
ORD100063,2024-03-12,Customer_1717,South,Sports,Monitor,2.0,85256.22,170512.44,Corporate,UPI,Marketplace
ORD100853,2024-09-03,Customer_1256,Central,Furniture,Backpack,6.0,63153.95,378923.7,Consumer,UPI,
ORD101354,2025-01-09,Customer_8717,South,Furniture,Monitor,8.0,9457.87,75662.96,Small Business,Debit Card,Marketplace
ORD100224,,,West,Electronics,Monitor,4.0,59812.58,239250.32,Corporate,Credit Card,Store
ORD100146,2025-04-24,Customer_2858,East,Beauty,Laptop,12.0,57133.36,685600.32,Corporate,UPI,Online
ORD101089,2024-07-11,Customer_6340,,Electronics,Laptop,7.0,12112.7,84788.9,Consumer,Net Banking,Marketplace
ORD100374,2024-08-06,Customer_8871,Central,Beauty,Shoes,9.0,52709.72,474387.48,Small Business,Net Banking,Marketplace
ORD101421,2024-08-29,Customer_8457,South,Sports,Laptop,10.0,57746.36,577463.6,Small Business,Net Banking,Store
ORD101143,2025-02-28,Customer_7809,West,Clothing,,10.0,27229.72,272297.2,Small Business,Debit Card,Marketplace
,2025-09-16,Customer_8204,West,Clothing,Backpack,10.0,3182.7,31827.0,Consumer,Net Banking,Store
ORD101495,2024-11-04,Customer_9680,South,Grocery,Backpack,3.0,11690.67,35072.01,Consumer,Net Banking,Store
ORD101602,2025-07-24,Customer_6799,,Grocery,,14.0,99021.87,1386306.18,Small Business,Net Banking,Store
ORD101271,2024-03-16,Customer_4836,North,Sports,Desk,9.0,59639.29,536753.61,Consumer,UPI,Online
ORD100010,2025-07-12,Customer_8489,Central,Clothing,Mobile,3.0,66244.99,198734.97,Consumer,Cash,Marketplace
ORD100450,2024-08-03,Customer_4814,Central,Furniture,Monitor,14.0,63238.35,885336.9,Small Business,Credit Card,Marketplace
ORD100709,2025-02-07,Customer_5398,Central,Grocery,Chair,12.0,37661.69,451940.28,Small Business,Net Banking,Marketplace
ORD100256,,Customer_8933,South,Beauty,Laptop,5.0,39726.31,198631.55,Small Business,Net Banking,Marketplace
ORD100883,2024-09-14,Customer_7150,North,Clothing,Shoes,14.0,31587.43,442224.02,Small Business,UPI,Store
ORD100390,2025-06-25,Customer_7723,,Electronics,Backpack,3.0,47970.4,143911.2,Consumer,Net Banking,Online
ORD100909,2025-06-30,Customer_4070,South,Clothing,Monitor,9.0,68407.04,615663.36, Consumer,UPI,Marketplace
,2025-05-05,Customer_2387,South,Clothing,Shirt,5.0,86212.49,431062.45,,Debit Card,Online
ORD101704,2025-08-12,Customer_6198,West,Electronics,Shirt,3.0,95489.21,286467.63,Small Business,Credit Card,Marketplace
ORD101233,2024-02-17,Customer_7516,East,Clothing,Headphones ,2.0,39996.94,79993.88,Small Business,Credit Card,Store
ORD100461,2024-06-15,Customer_8793,Central,Sports,Headphones,8.0,81888.84,655110.72,Corporate,Credit Card,Online
ORD101270,2024-06-10,Customer_6005,West,Sports,Keyboard,11.0,79192.85,871121.35,Small Business,Net Banking,Marketplace
ORD101760,2025-04-20,Customer_1328,East,,Shoes,13.0,77413.23,1006371.99,Consumer,UPI,Online
ORD101169,2025-01-27,Customer_4580,North,Grocery,Keyboard,14.0,43910.0,614740.0,,Debit Card,Store
ORD100959,2025-08-25,Customer_8212,South,Clothing,Laptop,6.0,44163.11,264978.66,Corporate,Net Banking,Store
ORD100502,2024-07-01,Customer_6523, Central,Beauty,Headphones,10.0,47541.17,475411.7,Small Business,Credit Card,Marketplace
ORD100740,2024-03-11,Customer_2615,East,Beauty,Headphones,10.0,48890.57,488905.7,,Debit Card,Marketplace
ORD101850,2025-09-09,Customer_7468,North,Grocery,Monitor,14.0,55942.17,783190.38,Corporate,Net Banking,Online
ORD100869,2025-08-18,Customer_1879,North,Sports,Keyboard,5.0,27644.41,138222.05,Consumer,Cash,Marketplace
ORD100732,2024-03-24,Customer_9743,East,Clothing,Laptop,9.0,75343.41,678090.69,Small Business,UPI,Online
ORD100540,2025-11-13,Customer_7021,East,FURNITURE,,7.0,53294.87,373064.09,Consumer,Cash,Marketplace
ORD101202,2025-12-10,Customer_7743,North,FURNITURE,Shoes,5.0,25743.75,128718.75,Consumer,Credit Card,Online
ORD100698,2025-02-02,Customer_4978,South,Grocery,Monitor,1.0,47486.18,47486.18,Small Business,Net Banking,Online
ORD101393,2025-05-19,Customer_8428,South,Sports,,12.0,33407.39,400888.68,Corporate, Debit Card,Store
ORD101377,2024-12-01,Customer_2294,,Beauty,Desk,6.0,29913.65,179481.9,Corporate,Credit Card,Store
ORD101146,2024-09-30,Customer_3740,Central,Grocery,Mobile,6.0,26969.0,161814.0,Corporate,Net Banking,Marketplace
ORD101032,2024-11-26,Customer_6651,West,Beauty,Backpack,8.0,,645111.76,Consumer,Net Banking,Online
ORD100373,2025-07-04,Customer_1841,Central,Clothing,Mobile,13.0,14984.29,194795.77,Corporate,Cash,Marketplace
ORD100668,2025-02-21,Customer_5923,West,Sports,Desk,4.0,3653.53,14614.12,Consumer,UPI,Online
ORD101526,2025-04-09,Customer_5455,South,Electronics,Backpack,7.0,71993.42,503953.94,Small Business,Net Banking,Marketplace
ORD100358,2024-09-28,Customer_9351,North,Clothing,Monitor,8.0,59688.9,477511.2,Consumer,Debit Card,Online
ORD100968,2025-10-02,Customer_3910,East,Electronics,Shirt,14.0,19664.5,275303.0,Consumer,Net Banking,Marketplace
ORD100784,2025-09-06,Customer_3474,South,,Backpack,3.0,78061.94,234185.82,Corporate,Debit Card,Marketplace
ORD100736,2024-02-23,Customer_6892,South,Beauty,Laptop,10.0,10883.58,108835.8,Small Business,Credit Card,Online
ORD101036,2024-04-03,Customer_5840,West,Sports,Shirt,3.0,73955.54,221866.62,,Debit Card,Marketplace
ORD100971,2025-11-07,Customer_5775,North,Clothing,Laptop,9.0,44815.53,403339.77,Consumer,Cash,Marketplace
ORD101525,2024-10-28,Customer_8417,West,Electronics,Monitor,7.0,41638.17,291467.19,Corporate,Cash,Store
ORD101487,2024-04-21,Customer_6675,West,Clothing,Laptop,13.0,86668.14,1126685.82,Small Business,Debit Card,Marketplace
ORD101524,2025-06-27,Customer_6211,North,Furniture,Headphones,13.0,55251.73,718272.49,Consumer,UPI,Marketplace
ORD101491,2025-09-21,Customer_7164,West,Furniture,Mobile,1.0,42296.21,42296.21,Corporate,Net Banking,Online
ORD101643,2024-02-20,Customer_8728,Central,Furniture,Headphones,5.0,18112.76,90563.8,Corporate,Credit Card,Online
ORD101253,2025-11-30,Customer_8230,West,Sports,Monitor,12.0,88976.24,,Consumer,UPI,Store
